Disease or syndrome,Drug(s),Pharmacological class,Rationale,Recommendation,Quality of evidence,"Strength of
recommendation"
History of falls or fractures,Pethidine,Opioids,"May cause ataxia, impaired psychomotor function, syncope, or additional falls. 
If one of the drugs must be used, consider reducing the use of other CNS-active medications that increase the risk of falls and fractures (i.e., anticholinergics, selected antidepressants, antiepileptics, antipsychotics, sedative/hypnotics including benzodiazepines and, nonbenzodiazepine benzodiazepine receptor agonist hypnotics, opioids) and implement other strategies to reduce fall risk.",Avoid except for pain management in the setting of severe acute pain.,Moderate,Strong
History of falls or fractures,Hydromorphone,Opioids,"May cause ataxia, impaired psychomotor function, syncope, or additional falls. 
If one of the drugs must be used, consider reducing the use of other CNS-active medications that increase the risk of falls and fractures (i.e., anticholinergics, selected antidepressants, antiepileptics, antipsychotics, sedative/hypnotics including benzodiazepines and, nonbenzodiazepine benzodiazepine receptor agonist hypnotics, opioids) and implement other strategies to reduce fall risk.",Avoid except for pain management in the setting of severe acute pain.,Moderate,Strong
History of falls or fractures,Tapentadol,Opioids,"May cause ataxia, impaired psychomotor function, syncope, or additional falls. 
If one of the drugs must be used, consider reducing the use of other CNS-active medications that increase the risk of falls and fractures (i.e., anticholinergics, selected antidepressants, antiepileptics, antipsychotics, sedative/hypnotics including benzodiazepines and, nonbenzodiazepine benzodiazepine receptor agonist hypnotics, opioids) and implement other strategies to reduce fall risk.",Avoid except for pain management in the setting of severe acute pain.,Moderate,Strong
History of falls or fractures,Hydrocodone,Opioids,"May cause ataxia, impaired psychomotor function, syncope, or additional falls. 
If one of the drugs must be used, consider reducing the use of other CNS-active medications that increase the risk of falls and fractures (i.e., anticholinergics, selected antidepressants, antiepileptics, antipsychotics, sedative/hypnotics including benzodiazepines and, nonbenzodiazepine benzodiazepine receptor agonist hypnotics, opioids) and implement other strategies to reduce fall risk.",Avoid except for pain management in the setting of severe acute pain.,Moderate,Strong
History of falls or fractures,Remifentanil,Opioids,"May cause ataxia, impaired psychomotor function, syncope, or additional falls. 
If one of the drugs must be used, consider reducing the use of other CNS-active medications that increase the risk of falls and fractures (i.e., anticholinergics, selected antidepressants, antiepileptics, antipsychotics, sedative/hypnotics including benzodiazepines and, nonbenzodiazepine benzodiazepine receptor agonist hypnotics, opioids) and implement other strategies to reduce fall risk.",Avoid except for pain management in the setting of severe acute pain.,Moderate,Strong
History of falls or fractures,Alfentanil,Opioids,"May cause ataxia, impaired psychomotor function, syncope, or additional falls. 
If one of the drugs must be used, consider reducing the use of other CNS-active medications that increase the risk of falls and fractures (i.e., anticholinergics, selected antidepressants, antiepileptics, antipsychotics, sedative/hypnotics including benzodiazepines and, nonbenzodiazepine benzodiazepine receptor agonist hypnotics, opioids) and implement other strategies to reduce fall risk.",Avoid except for pain management in the setting of severe acute pain.,Moderate,Strong
History of falls or fractures,Pentazocine,Opioids,"May cause ataxia, impaired psychomotor function, syncope, or additional falls. 
If one of the drugs must be used, consider reducing the use of other CNS-active medications that increase the risk of falls and fractures (i.e., anticholinergics, selected antidepressants, antiepileptics, antipsychotics, sedative/hypnotics including benzodiazepines and, nonbenzodiazepine benzodiazepine receptor agonist hypnotics, opioids) and implement other strategies to reduce fall risk.",Avoid except for pain management in the setting of severe acute pain.,Moderate,Strong
History of falls or fractures,Sufentanil,Opioids,"May cause ataxia, impaired psychomotor function, syncope, or additional falls. 
If one of the drugs must be used, consider reducing the use of other CNS-active medications that increase the risk of falls and fractures (i.e., anticholinergics, selected antidepressants, antiepileptics, antipsychotics, sedative/hypnotics including benzodiazepines and, nonbenzodiazepine benzodiazepine receptor agonist hypnotics, opioids) and implement other strategies to reduce fall risk.",Avoid except for pain management in the setting of severe acute pain.,Moderate,Strong
Parkinsonism,Metoclopramide,"Antiemetics, Dopamine receptor agonists",Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms.,Avoid,Moderate,Strong
Parkinsonism,Prochlorperazine,Antiemetics,Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms.,Avoid,Moderate,Strong
Parkinsonism,Promethazine,"Antiemetics, First-generation antihistamines",Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms.,Avoid,Moderate,Strong
Parkinsonism,Chlorpromazine,Antipsychotics,"Strong anticholinergic properties. 
Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms.",Avoid,Moderate,Strong
Parkinsonism,Olanzapine,Antipsychotics,"Strong anticholinergic properties. 
Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms.",Avoid,Moderate,Strong
Parkinsonism,Perphenazine,Antipsychotics,"Strong anticholinergic properties. 
Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms.",Avoid,Moderate,Strong
Parkinsonism,Fluphenazine,Antipsychotics,Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms.,Avoid,Moderate,Strong
Parkinsonism,Haloperidol,Antipsychotics,Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms.,Avoid,Moderate,Strong
Parkinsonism,Aripiprazole,Antipsychotics,Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms.,Avoid,Moderate,Strong
Parkinsonism,Brexpiprazole,Antipsychotics,Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms.,Avoid,Moderate,Strong
Parkinsonism,Cariprazine,Antipsychotics,Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms.,Avoid,Moderate,Strong
Parkinsonism,Lurasidone,Antipsychotics,Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms.,Avoid,Moderate,Strong
Parkinsonism,Paliperidone,Antipsychotics,Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms.,Avoid,Moderate,Strong
Parkinsonism,Risperidone,Antipsychotics,Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms.,Avoid,Moderate,Strong
Parkinsonism,Ziprasidone,Antipsychotics,Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms.,Avoid,Moderate,Strong
History of ulcer of stomach or duodenum,Aspirin,"Non-steroidal anti-inflammatory drugs, non-COX-2-selective, Antiplatelets",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Ibuprofen,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Naproxen,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Diclofenac,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Mefenamic acid,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Ketoprofen,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Diflunisal ,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Etodolac,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Flurbiprofen,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Indomethacin,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Ketorolac ,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Meloxicam ,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Nabumetone,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Oxaprozin,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Piroxicam ,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Sulindac,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Choline salicylate,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Methyl salicylate,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Sodium salicylate,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Dexketoprofen,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Aceclofenac,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Fenoprofen,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Phenylbutazone,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Meclofenamic acid,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
History of ulcer of stomach or duodenum,Meclofenamate,"Non-steroidal anti-inflammatory drugs, non-COX-2 selective",May exacerbate existing ulcers or cause new/additional ulcers.,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
"Urinary incontinence
(all types) in women",Doxazosin,Non-selective peripheral alpha-1 blockers,Aggravation of incontinence.,Avoid in women. Avoid use as an antihypertensive.,Moderate,Strong
"Urinary incontinence
(all types) in women",Prazosin,Non-selective peripheral alpha-1 blockers,Aggravation of incontinence.,Avoid in women. Avoid use as an antihypertensive.,Moderate,Strong
"Urinary incontinence
(all types) in women",Terazosin,Non-selective peripheral alpha-1 blockers,Aggravation of incontinence.,Avoid in women. Avoid use as an antihypertensive.,Moderate,Strong
"Urinary incontinence
(all types) in women",Tamsulosin,Selective peripheral alpha-1 blockers,Aggravation of incontinence.,"Avoid in women. Avoid use as an antihypertensive.

Data are limited for selective peripheral alpha-1 blockers (e.g., tamsulosin, silodosin, and others) but may apply as well.",Moderate,Strong
"Urinary incontinence
(all types) in women",Silodosin,Selective peripheral alpha-1 blockers,Aggravation of incontinence.,"Avoid in women. Avoid use as an antihypertensive.

Data are limited for selective peripheral alpha-1 blockers (e.g., tamsulosin, silodosin, and others) but may apply as well.",Moderate,Strong
"Urinary incontinence
(all types) in women",Alfuzosin,Selective peripheral alpha-1 blockers,Aggravation of incontinence.,"Avoid in women. Avoid use as an antihypertensive.

Data are limited for selective peripheral alpha-1 blockers (e.g., tamsulosin, silodosin, and others) but may apply as well.",Moderate,Strong
"Urinary incontinence
(all types) in women",Conjugated estrogens,Estrogens,Lack of efficacy. (oral estrogen),"Oral:
Avoid in women. Also, consider deprescribing among older women already using this medication.",High,Strong
"Urinary incontinence
(all types) in women",Estradiol ,Estrogens,Lack of efficacy. (oral estrogen),"Oral and transdermal:
Avoid in women. Also, consider deprescribing among older women already using this medication.",High,Strong
"Urinary incontinence
(all types) in women",Ethinyl estradiol,Estrogens,Lack of efficacy. (oral estrogen),"Oral:
Avoid in women. Also, consider deprescribing among older women already using this medication.",High,Strong
"Urinary incontinence
(all types) in women",Estropipate ,Estrogens,Lack of efficacy. (oral estrogen),"Oral:
Avoid in women. Also, consider deprescribing among older women already using this medication.",High,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Amitriptyline,Tricyclic antidepressants,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Amoxapine,Tricyclic antidepressants,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Clomipramine,Tricyclic antidepressants,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Desipramine,Tricyclic antidepressants,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Doxepin ,Tricyclic antidepressants,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid >6 mg/day in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Imipramine,Tricyclic antidepressants,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Nortriptyline,Tricyclic antidepressants,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Paroxetine,Selective serotonin re-uptake inhibitors,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Prochlorperazine,Antiemetics,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Promethazine,"Antiemetics, First-generation antihistamines",Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Brompheniramine,First-generation antihistamines,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Chlorpheniramine,First-generation antihistamines,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Cyproheptadine,First-generation antihistamines,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Dimenhydrinate,First-generation antihistamines,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Diphenhydramine,First-generation antihistamines,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Doxylamine,First-generation antihistamines,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Hydroxyzine,First-generation antihistamines,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Meclizine,First-generation antihistamines,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Triprolidine,First-generation antihistamines,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Benztropine,Antiparkinsonian agents,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Trihexyphenidyl,Antiparkinsonian agents,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Chlorpromazine,Antipsychotics,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Clozapine,Antipsychotics,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Olanzapine,Antipsychotics,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Perphenazine,Antipsychotics,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Atropine,Antispasmodics,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Clidinium/chlordiazepoxide,Antispasmodics,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Dicyclomine,Antispasmodics,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Homatropine,Antispasmodics,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Hyoscyamine,Antispasmodics,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Scopolamine,Antispasmodics,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Cyclobenzaprine,Skeletal muscle relaxants,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
"Lower urinary tract symptoms, hyperplasia of prostate",Orphenadrine,Skeletal muscle relaxants,Strong anticholinergic properties. May decrease urinary flow and cause urinary retention.,Avoid in men,Moderate,Strong
